index,Letter Value,x-box,y-box,width,height,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
4643,19,6,9,6,6,5,6,11,4,6,11,9,5,3,12,2,4
5423,15,5,9,6,7,5,7,9,5,6,9,8,4,5,10,5,7
7052,15,4,6,4,8,3,5,9,10,5,8,6,5,2,10,4,8
12863,9,3,9,5,7,3,9,5,3,6,15,4,10,0,7,1,7
6357,3,9,15,9,8,5,8,6,5,7,12,3,7,6,7,6,10
2467,3,6,9,8,6,5,10,6,4,7,10,4,6,5,9,5,8
10947,25,4,9,5,7,5,7,8,5,9,7,7,8,1,8,7,8
3576,19,8,10,8,7,6,6,11,4,6,11,9,5,3,12,2,4
363,12,8,10,11,8,8,9,6,2,5,9,6,7,8,6,2,8
10740,12,9,9,13,8,14,6,6,5,4,6,5,8,15,11,7,9
9574,2,8,14,6,8,3,6,9,6,9,11,8,10,2,8,5,8
2958,14,7,9,9,8,6,5,7,6,8,9,7,8,4,5,6,5
11619,3,3,7,5,5,7,10,8,4,5,7,6,6,4,7,7,5
1350,8,3,10,5,7,2,7,7,0,9,14,6,8,0,8,1,8
3579,20,6,10,6,5,4,8,5,5,5,6,8,7,4,9,3,7
9419,7,4,5,6,7,6,7,8,4,1,8,6,6,4,10,8,5
14924,13,6,11,8,8,5,7,8,6,6,7,7,5,7,10,3,4
70,16,5,10,5,5,4,9,6,5,6,10,6,7,4,8,9,9
515,24,5,11,6,8,2,3,11,3,8,13,11,5,0,10,2,4
6392,8,4,11,7,8,8,10,7,2,5,9,4,4,4,9,7,5
3593,6,3,8,5,6,4,6,6,6,5,5,7,10,2,8,4,9
15729,3,5,8,7,6,5,7,7,8,5,7,7,4,4,8,4,8
8448,11,6,15,6,8,3,7,3,3,5,12,4,13,2,7,6,8
15226,15,3,8,3,6,3,5,11,8,2,9,5,4,1,9,3,7
7722,8,8,14,5,8,3,10,4,4,7,11,2,7,3,7,5,11
9023,2,4,9,5,6,3,5,8,7,7,8,8,14,2,9,4,10
935,12,4,7,6,5,5,6,6,2,4,9,8,9,7,5,2,7
7754,13,5,8,7,6,4,4,9,4,4,10,9,9,5,7,1,7
3604,17,12,15,9,8,5,9,6,6,5,10,2,8,7,6,6,11
372,10,6,10,8,8,8,6,7,5,3,7,5,8,5,7,10,8
1205,12,7,10,9,8,8,8,6,6,5,6,8,8,9,6,2,7
1887,5,4,8,6,6,4,7,9,2,6,13,6,5,2,10,2,8
8245,17,4,8,6,6,5,9,7,4,5,9,3,8,3,7,4,11
15827,1,4,4,5,7,4,6,6,9,7,6,6,7,2,8,9,10
10296,18,9,15,7,8,4,7,5,5,6,8,2,8,4,6,6,8
11043,4,4,7,5,5,5,7,7,5,8,6,5,9,3,8,6,9
9604,7,5,9,6,7,7,7,7,6,6,7,6,8,3,8,3,8
14301,9,1,3,2,5,1,11,3,9,3,13,7,13,1,6,0,8
11411,10,8,15,8,8,4,6,8,3,7,9,7,9,6,9,3,7
7956,18,5,9,6,7,3,7,5,6,10,5,6,10,0,9,9,8
11093,4,4,5,5,8,3,3,7,6,11,7,6,15,0,8,7,7
3777,16,3,5,4,6,4,9,8,7,2,4,7,11,3,9,6,10
6186,24,9,15,8,8,5,8,6,4,5,9,8,5,4,10,4,4
5070,15,3,5,5,7,6,8,11,3,1,8,8,6,6,10,4,6
3830,18,6,12,5,6,2,10,2,1,5,9,1,8,2,8,4,11
13167,16,4,5,5,7,3,9,8,8,6,5,8,10,3,8,5,9
4033,5,8,15,7,8,5,8,10,3,5,12,5,4,4,9,7,7
8535,8,5,7,6,5,3,7,6,2,7,7,6,8,0,9,4,8
7574,9,2,3,2,5,1,13,3,8,4,13,4,12,1,6,0,8
12466,4,5,5,5,7,3,3,7,6,12,7,6,15,0,8,7,6
5340,18,8,15,6,9,3,8,4,4,5,8,2,8,4,6,6,9
14313,15,4,7,4,5,2,4,12,8,2,10,6,4,1,10,4,8
4712,18,9,15,8,9,4,11,2,4,5,11,2,10,3,6,5,12
13189,9,2,9,3,6,2,9,6,2,7,12,4,8,0,6,2,6
10226,16,3,5,4,7,4,8,5,6,3,9,5,11,3,8,4,8
4479,12,4,7,5,5,6,7,7,7,4,6,5,8,6,9,7,8
8468,20,9,15,8,8,6,8,6,5,5,7,7,6,7,5,5,4
11603,7,3,7,5,5,4,8,7,6,6,7,6,9,6,8,3,8
10817,11,3,9,3,6,1,0,1,5,6,0,0,7,0,8,0,8
367,20,4,9,4,6,4,7,5,13,5,7,10,8,3,9,0,8
10125,5,3,9,5,7,3,4,11,3,6,11,10,5,1,10,2,5
10853,10,6,9,9,6,5,5,7,2,8,10,9,11,4,7,4,7
10288,18,7,15,6,8,3,9,5,4,4,13,6,9,2,9,3,8
13028,12,5,5,8,3,4,10,6,3,5,9,5,7,10,6,2,8
411,21,8,15,8,8,5,5,8,5,4,8,7,6,6,12,3,8
5470,22,7,7,10,6,10,8,8,5,5,7,5,8,9,8,9,6
13033,24,7,9,8,7,4,3,10,2,7,10,12,7,2,11,2,6
2082,4,4,9,6,7,5,5,9,3,7,11,9,9,3,9,4,6
265,12,6,5,8,4,7,6,9,5,3,6,4,8,13,8,5,7
14545,3,4,9,6,7,4,9,7,5,7,10,4,5,3,8,3,8
14647,4,5,4,5,6,3,3,7,6,11,7,6,15,0,8,7,7
9605,10,3,7,4,5,3,3,7,6,3,7,6,11,3,8,3,11
643,16,5,9,5,11,7,8,7,6,2,8,7,10,3,8,5,8
1573,22,4,4,6,6,3,8,8,4,1,7,8,8,8,9,0,8
6104,6,5,11,7,8,5,5,6,6,7,6,6,8,4,7,4,7
2651,25,4,9,6,7,6,7,9,3,8,7,6,8,2,10,13,6
4149,3,10,15,9,8,5,7,6,5,6,9,4,5,5,8,6,9
10331,25,5,9,5,4,3,6,7,2,8,11,8,9,3,8,5,5
5726,1,4,7,6,5,4,8,8,4,6,10,5,6,2,8,6,8
14864,13,4,8,5,6,5,6,6,7,5,6,5,7,3,7,3,8
5569,21,6,8,6,6,3,3,12,4,4,10,12,7,2,10,1,8
1306,23,3,7,5,5,4,7,7,3,8,5,6,8,2,8,6,8
10400,18,6,11,6,6,3,9,6,4,3,13,7,9,3,10,3,8
15699,17,5,9,7,6,7,9,7,6,3,8,5,6,5,6,8,10
7505,20,4,7,6,5,8,8,8,4,4,6,7,8,7,8,5,8
15277,17,9,15,9,8,7,9,7,4,6,9,2,7,6,5,7,7
7448,1,4,9,4,4,3,10,6,3,4,9,4,8,6,7,7,10
5666,15,7,9,9,7,5,7,12,8,3,10,5,3,2,11,5,8
11454,9,2,8,3,6,2,10,7,0,7,11,3,6,0,7,1,7
5108,0,4,8,5,6,3,7,5,2,0,7,1,8,2,7,1,8
7509,17,4,8,6,6,4,8,8,4,6,9,3,8,3,6,4,11
1488,6,7,15,6,8,5,8,7,4,4,8,6,7,4,9,9,8
11718,15,11,15,9,8,4,6,10,6,3,11,4,4,5,10,4,7
10322,13,5,8,7,6,4,7,8,6,5,7,6,5,7,11,3,5
8648,5,9,15,8,8,6,7,11,3,5,12,6,3,5,9,9,6
1230,14,8,13,6,8,3,7,7,5,5,8,4,7,5,9,5,8
5890,0,8,13,7,7,4,11,4,3,2,8,4,10,5,5,4,9
4441,24,3,7,5,5,2,4,9,1,7,10,12,9,1,10,2,7
5792,14,5,8,6,6,4,8,6,8,5,10,5,8,3,8,3,8
2452,24,9,12,8,7,5,6,6,5,4,9,9,6,5,11,4,6
13198,5,9,13,7,7,4,6,11,3,5,13,6,4,2,8,6,6
11514,9,8,13,6,10,5,11,5,2,5,12,4,8,2,9,6,13
461,9,2,10,3,8,1,14,3,7,5,14,1,10,0,7,0,8
5765,17,5,9,5,4,4,7,8,3,5,8,4,9,5,7,6,7
1014,0,6,14,6,8,4,12,2,3,2,12,4,11,4,4,4,11
6137,0,4,8,6,6,5,9,5,2,5,8,1,6,3,4,3,7
1939,21,6,10,5,5,2,8,10,6,3,7,9,5,6,13,3,7
12976,21,6,8,8,6,5,6,12,3,2,8,10,8,6,11,6,8
4701,7,5,11,6,8,3,7,7,15,1,7,7,8,3,8,0,8
3069,20,6,11,9,8,5,6,8,6,8,7,9,10,3,9,1,8
13837,23,5,11,9,8,8,9,6,3,6,7,5,5,6,10,8,9
3306,9,7,10,4,14,4,7,9,3,4,13,5,5,3,8,7,10
15599,24,4,11,6,8,3,10,10,1,3,6,12,8,1,11,0,8
14997,12,6,8,9,7,10,9,8,5,4,7,6,7,13,10,7,5
913,23,8,15,8,9,4,8,8,2,8,9,7,8,4,12,4,7
6719,19,7,11,7,8,5,5,12,3,6,12,10,5,2,12,1,5
1284,15,11,13,8,7,4,6,12,6,5,14,6,2,4,10,4,8
8832,17,6,11,9,8,8,9,8,4,6,9,3,7,3,6,4,11
8024,13,7,12,8,6,4,12,4,5,3,13,0,7,5,7,0,7
5020,13,4,7,6,5,4,5,9,3,4,10,9,8,5,8,1,8
2021,10,12,15,11,9,5,6,8,3,7,9,9,10,6,10,4,6
9784,11,4,11,6,8,4,5,3,3,9,6,1,8,1,6,3,6
13143,4,5,10,7,8,5,10,7,2,9,11,3,8,3,8,5,12
835,2,6,14,5,8,4,7,8,4,3,9,8,10,4,9,9,11
9484,5,3,7,5,5,3,5,10,4,6,11,10,5,2,9,3,5
14570,17,8,15,8,8,6,8,6,3,5,9,4,8,6,8,6,7
9259,17,7,13,7,7,6,8,7,3,5,9,4,8,6,6,7,6
8777,20,5,5,5,7,2,7,5,14,5,7,15,8,3,9,0,8
1693,23,6,10,9,8,4,5,8,2,9,11,12,10,4,7,4,5
1677,7,4,4,6,6,5,9,9,3,1,7,7,8,4,9,8,8
8468,20,9,15,8,8,6,8,6,5,5,7,7,6,7,5,5,4
11030,5,4,11,5,8,2,1,12,5,4,11,10,7,0,8,3,6
7927,18,5,12,5,6,3,8,6,4,5,13,6,8,2,9,3,7
3678,16,7,8,7,10,6,7,8,6,4,8,9,10,4,8,8,8
9435,2,3,7,4,5,1,6,8,6,9,5,6,14,1,7,4,9
5159,20,6,7,7,5,4,3,8,5,7,10,9,10,3,9,2,5
13952,18,4,7,5,5,2,8,7,5,9,5,6,8,0,8,9,8
6385,11,1,0,1,0,0,2,2,5,4,1,2,6,0,8,0,8
10249,7,5,11,5,8,3,7,6,15,1,7,8,8,3,8,0,8
11337,7,9,15,8,8,5,11,7,4,5,9,3,4,6,8,4,8
14240,11,1,0,2,1,0,2,1,6,5,0,2,4,0,8,0,8
15255,7,4,7,6,5,4,6,8,3,6,10,8,9,3,8,3,7
14162,22,6,8,6,6,4,2,10,2,3,11,11,9,6,10,2,6
14528,4,5,7,6,6,7,7,8,5,4,7,7,10,7,10,9,10
5057,7,10,12,9,7,5,7,7,5,5,8,9,8,7,11,5,9
12230,16,6,6,8,9,9,9,11,4,1,5,8,11,6,14,7,13
4260,20,5,10,6,8,5,6,8,8,5,5,6,12,5,9,7,3
1908,6,5,10,6,8,3,7,6,8,8,6,6,8,2,8,6,11
1411,25,3,3,4,5,2,7,7,4,14,9,6,8,0,8,8,8
14974,12,4,6,6,4,4,11,7,2,4,9,3,6,7,6,2,8
9250,11,2,6,3,4,1,0,1,5,6,0,0,6,0,8,0,8
11699,8,5,15,5,8,3,10,6,2,5,11,4,6,2,9,5,12
11459,22,5,7,5,5,4,3,11,2,2,10,8,7,5,11,2,6
3029,17,3,7,5,5,4,7,8,5,6,8,5,9,3,6,5,11
14194,18,9,15,7,8,4,9,2,2,5,8,1,8,3,7,5,10
11138,5,4,7,5,5,3,6,10,3,5,13,7,5,2,10,2,8
4750,13,8,15,7,8,4,7,9,4,7,4,4,9,5,8,2,8
7299,0,5,7,7,6,6,5,8,3,5,7,8,11,7,9,3,8
8723,25,2,7,3,5,2,6,8,5,9,7,7,10,2,9,8,7
8768,16,5,5,7,8,10,7,5,6,2,6,6,8,11,10,9,13
4577,17,6,10,6,8,4,6,10,10,5,7,5,8,3,8,6,10
4953,8,4,11,6,8,3,7,7,0,8,14,6,8,0,8,1,8
9104,3,5,11,7,8,8,7,7,6,6,6,6,5,6,8,3,7
2049,15,3,6,5,4,3,5,12,6,3,10,7,2,1,10,3,6
6349,22,6,8,6,6,5,6,10,4,3,9,7,6,7,12,3,6
6520,16,5,6,6,8,3,8,6,8,7,6,6,8,3,8,5,9
2744,25,6,12,6,6,4,6,7,2,9,11,7,8,3,7,6,6
3538,12,5,11,6,8,4,9,7,13,2,6,9,8,8,6,0,8
4012,5,6,11,8,8,8,6,10,6,5,9,6,9,3,10,8,10
7366,18,4,6,6,6,6,8,8,5,5,7,7,8,4,10,8,9
8342,4,7,15,5,8,3,7,8,5,8,10,6,10,1,9,7,8
8991,16,5,11,5,6,4,7,7,4,8,11,5,8,3,7,9,10
4476,20,6,10,7,7,4,3,8,5,7,10,9,9,3,9,2,6
332,19,5,6,5,4,2,5,12,3,8,12,9,4,1,11,2,4
6305,6,3,8,4,6,2,7,6,7,7,6,6,10,1,8,6,11
15616,16,5,5,7,8,9,8,8,5,1,6,6,10,7,13,7,13
951,6,5,8,6,6,4,6,7,5,4,9,8,9,2,7,5,9
5124,8,2,8,2,6,2,7,7,0,7,7,6,8,0,8,3,8
2456,15,7,15,7,8,5,6,11,3,5,13,6,3,3,9,5,5
685,1,4,8,6,6,7,8,8,7,6,7,5,6,2,7,7,10
10157,8,1,8,0,6,1,7,7,5,3,7,6,8,0,8,0,8
2892,10,4,8,6,6,4,6,8,4,7,6,5,10,3,8,4,9
6014,23,5,7,7,5,3,8,8,1,8,10,4,7,3,8,3,7
14805,15,12,13,9,8,4,7,9,6,4,11,4,5,5,9,5,8
2664,22,11,14,12,8,7,8,9,3,4,6,9,6,11,8,2,6
5555,22,5,9,7,7,8,8,8,6,3,6,8,8,6,7,4,7
8574,12,6,9,8,5,4,9,3,3,2,9,3,9,8,2,1,9
3822,7,4,10,6,7,10,8,8,5,2,6,6,7,8,9,10,8
6779,9,8,12,6,9,5,7,11,3,3,13,5,4,3,9,9,9
13704,11,3,3,3,5,1,0,1,6,6,0,0,6,0,8,0,8
6053,2,6,6,7,8,3,5,6,7,11,7,5,14,1,9,4,8
11415,20,5,6,5,4,2,4,8,6,8,9,9,9,3,9,3,5
5757,10,4,7,6,5,5,6,6,4,6,6,5,8,7,7,7,9
848,1,9,14,7,8,4,9,6,6,6,11,4,9,6,7,7,10
10538,0,4,11,6,8,4,12,2,3,3,11,1,9,3,7,3,9
9683,8,2,8,5,6,5,9,6,3,5,8,5,5,5,8,5,5
8539,12,6,8,8,6,6,11,6,2,4,9,3,6,8,6,2,8
12838,6,9,14,8,8,5,7,4,6,3,8,5,4,4,8,6,6
8088,3,4,4,5,6,3,5,7,10,9,7,6,5,3,8,4,8
10487,16,5,11,4,6,3,11,4,3,6,9,4,8,3,9,6,13
11347,13,9,12,8,6,3,7,10,5,6,3,4,10,5,9,2,7
11793,10,4,7,5,5,4,7,6,1,6,10,5,10,3,8,4,9
5948,8,3,11,4,8,3,8,6,0,7,13,6,9,0,7,2,8
10102,3,3,8,5,6,4,8,8,4,5,9,5,4,3,8,3,7
6362,15,8,15,8,9,5,8,9,4,4,12,5,3,5,10,6,6
15145,22,6,10,9,8,14,9,7,5,2,7,6,8,11,11,4,8
14282,12,5,9,8,7,8,5,7,3,4,9,9,9,7,5,2,7
8457,14,4,6,5,4,6,8,6,6,2,7,6,8,7,9,3,8
13972,18,10,15,10,8,5,8,6,4,6,13,6,8,4,7,4,8
1111,1,4,6,6,4,5,9,8,3,6,7,6,8,6,8,6,9
15666,14,4,8,6,7,5,7,6,5,5,9,5,8,3,6,5,6
3043,12,5,8,7,6,5,11,5,2,4,9,3,6,7,6,2,8
14164,6,9,15,8,8,5,10,3,3,3,9,3,6,4,7,5,9
15724,7,5,9,6,5,4,8,7,3,5,10,4,8,5,7,4,7
637,5,2,6,2,4,1,1,11,3,6,11,11,9,0,8,1,6
15608,9,2,11,3,8,3,10,7,1,6,11,3,7,1,6,2,6
1963,0,3,8,5,6,3,11,2,3,3,10,2,9,2,6,3,8
2313,22,4,8,7,6,9,9,8,5,2,7,7,7,12,10,4,6
9549,14,6,12,4,6,3,7,8,5,4,8,4,7,5,8,5,8
12229,0,2,8,4,6,2,7,6,3,1,6,0,8,2,7,1,7
2578,9,6,8,8,9,7,8,8,4,7,6,7,7,4,11,11,9
7136,17,4,8,7,7,8,7,8,3,4,7,4,8,6,8,5,6
706,11,7,15,7,8,5,9,3,3,4,12,6,11,3,8,6,9
5938,20,4,8,5,6,2,8,5,13,5,6,15,8,3,9,0,8
8722,14,4,8,5,6,4,8,7,7,4,7,6,6,4,8,3,8
11116,17,5,8,7,6,5,8,7,6,6,8,6,8,3,8,6,11
1788,18,3,8,4,6,2,7,6,6,10,5,7,10,0,9,9,8
8453,21,6,8,5,6,3,4,11,3,4,9,11,7,2,10,1,8
5123,0,4,9,6,6,2,8,3,3,3,7,2,8,3,6,3,8
2943,14,5,8,5,6,4,7,7,8,5,10,7,8,3,8,4,8
14712,14,7,15,5,8,4,6,7,7,4,9,7,9,5,10,5,8
4847,16,4,6,5,7,5,8,5,7,3,6,5,9,3,8,5,9
1056,10,11,15,10,8,4,7,8,3,8,9,7,8,6,8,4,7
10467,8,8,14,7,8,4,7,9,3,7,14,5,4,3,7,6,8
654,6,10,15,9,8,5,8,4,5,4,9,4,5,4,7,5,8
1947,4,4,7,6,5,4,6,8,3,7,11,8,8,3,8,4,6
2789,6,4,8,5,6,3,6,6,7,6,10,7,12,2,9,4,9
209,1,4,7,4,5,3,6,7,9,7,7,6,7,2,8,9,10
7133,18,7,15,5,8,3,10,3,4,4,10,3,10,4,6,5,11
3681,23,4,7,6,5,3,5,8,1,8,10,9,9,2,9,3,6
6285,15,4,8,6,6,4,8,8,2,5,13,5,5,1,10,3,9
14816,9,5,10,7,8,3,7,7,3,6,15,6,10,3,8,2,8
12982,10,4,11,4,8,2,3,7,8,2,7,5,11,3,8,3,10
12809,11,1,0,1,1,0,2,1,5,5,0,2,5,0,8,0,8
2636,16,3,5,4,6,3,8,10,5,2,6,9,12,2,10,6,8
5775,19,3,7,4,5,2,5,14,1,5,9,10,7,0,8,0,8
10877,16,4,5,5,7,3,9,9,8,6,5,8,9,3,7,6,10
4993,18,3,8,4,6,2,7,7,6,9,5,7,10,0,8,9,8
14238,10,4,6,6,5,5,8,7,2,3,8,3,8,4,5,6,10
9942,20,5,10,7,8,4,6,9,6,7,7,10,10,3,9,1,8
13293,5,5,10,8,8,8,10,6,2,5,9,5,6,5,9,4,7
